time,cell_id,x,y,radius
0.84,7,16.5327,0,5
0.84,8,25.118,0,5
0.84,9,34.078,0,5
0.84,10,43.5188,0,5
0.85,0,-43.6051,0,5
0.85,1,-34.1564,0,5
0.85,2,-25.1821,0,5
0.85,3,-16.5779,0,5
0.85,4,-8.22546,0,5
0.85,5,0,0,5
0.85,6,8.22546,0,5
0.85,7,16.5779,0,5
0.85,8,25.1821,0,5
0.85,9,34.1564,0,5
0.85,10,43.6051,0,5
0.86,0,-43.6902,0,5
0.86,1,-34.2337,0,5
0.86,2,-25.2453,0,5
0.86,3,-16.6224,0,5
0.86,4,-8.24844,0,5
0.86,5,0,0,5
0.86,6,8.24844,0,5
0.86,7,16.6224,0,5
0.86,8,25.2453,0,5
0.86,9,34.2337,0,5
0.86,10,43.6902,0,5
0.87,0,-43.774,0,5
0.87,1,-34.3098,0,5
0.87,2,-25.3076,0,5
0.87,3,-16.6664,0,5
0.87,4,-8.2711,0,5
0.87,5,0,0,5
0.87,6,8.2711,0,5
0.87,7,16.6664,0,5
0.87,8,25.3076,0,5
0.87,9,34.3098,0,5
0.87,10,43.774,0,5
0.88,0,-43.8566,0,5
0.88,1,-34.3849,0,5
0.88,2,-25.369,0,5
0.88,3,-16.7097,0,5
0.88,4,-8.29345,0,5
0.88,5,0,0,5
0.88,6,8.29345,0,5
0.88,7,16.7097,0,5
0.88,8,25.369,0,5
0.88,9,34.3849,0,5
0.88,10,43.8566,0,5
0.89,0,-43.938,0,5
0.89,1,-34.4589,0,5
0.89,2,-25.4295,0,5
0.89,3,-16.7524,0,5
0.89,4,-8.31549,0,5
0.89,5,0,0,5
0.89,6,8.31549,0,5
0.89,7,16.7524,0,5
0.89,8,25.4295,0,5
0.89,9,34.4589,0,5
0.89,10,43.938,0,5
0.9,0,-44.0183,0,5
0.9,1,-34.5318,0,5
0.9,2,-25.4892,0,5
0.9,3,-16.7945,0,5
0.9,4,-8.33723,0,5
0.9,5,0,0,5
0.9,6,8.33723,0,5
0.9,7,16.7945,0,5
0.9,8,25.4892,0,5
0.9,9,34.5318,0,5
0.9,10,44.0183,0,5
0.91,0,-44.0973,0,5
0.91,1,-34.6037,0,5
0.91,2,-25.548,0,5
0.91,3,-16.836,0,5
0.91,4,-8.35867,0,5
0.91,5,0,0,5
0.91,6,8.35867,0,5
0.91,7,16.836,0,5
0.91,8,25.548,0,5
0.91,9,34.6037,0,5
0.91,10,44.0973,0,5
0.92,0,-44.1753,0,5
0.92,1,-34.6745,0,5
0.92,2,-25.6061,0,5
0.92,3,-16.877,0,5
0.92,4,-8.37982,0,5
0.92,5,0,0,5
0.92,6,8.37982,0,5
0.92,7,16.877,0,5
0.92,8,25.6061,0,5
0.92,9,34.6745,0,5
0.92,10,44.1753,0,5
0.93,0,-44.2521,0,5
0.93,1,-34.7444,0,5
0.93,2,-25.6633,0,5
0.93,3,-16.9174,0,5
0.93,4,-8.40068,0,5
0.93,5,0,0,5
0.93,6,8.40068,0,5
0.93,7,16.9174,0,5
0.93,8,25.6633,0,5
0.93,9,34.7444,0,5
0.93,10,44.2521,0,5
0.94,0,-44.3278,0,5
0.94,1,-34.8132,0,5
0.94,2,-25.7197,0,5
0.94,3,-16.9572,0,5
0.94,4,-8.42125,0,5
0.94,5,0,0,5
0.94,6,8.42125,0,5
0.94,7,16.9572,0,5
0.94,8,25.7197,0,5
0.94,9,34.8132,0,5
0.94,10,44.3278,0,5
0.95,0,-44.4025,0,5
0.95,1,-34.8811,0,5
0.95,2,-25.7753,0,5
0.95,3,-16.9965,0,5
0.95,4,-8.44155,0,5
0.95,5,0,0,5
0.95,6,8.44155,0,5
0.95,7,16.9965,0,5
0.95,8,25.7753,0,5
0.95,9,34.8811,0,5
0.95,10,44.4025,0,5
0.96,0,-44.476,0,5
0.96,1,-34.9481,0,5
0.96,2,-25.8302,0,5
0.96,3,-17.0352,0,5
0.96,4,-8.46156,0,5
0.96,5,0,0,5
0.96,6,8.46156,0,5
0.96,7,17.0352,0,5
0.96,8,25.8302,0,5
0.96,9,34.9481,0,5
0.96,10,44.476,0,5
0.97,0,-44.5486,0,5
0.97,1,-35.0141,0,5
0.97,2,-25.8843,0,5
0.97,3,-17.0735,0,5
0.97,4,-8.48131,0,5
0.97,5,0,0,5
0.97,6,8.48131,0,5
0.97,7,17.0735,0,5
0.97,8,25.8843,0,5
0.97,9,35.0141,0,5
0.97,10,44.5486,0,5
0.98,0,-44.6201,0,5
0.98,1,-35.0791,0,5
0.98,2,-25.9376,0,5
0.98,3,-17.1112,0,5
0.98,4,-8.50079,0,5
0.98,5,0,0,5
0.98,6,8.50079,0,5
0.98,7,17.1112,0,5
0.98,8,25.9376,0,5
0.98,9,35.0791,0,5
0.98,10,44.6201,0,5
0.99,0,-44.6906,0,5
0.99,1,-35.1433,0,5
0.99,2,-25.9902,0,5
0.99,3,-17.1483,0,5
0.99,4,-8.52,0,5
0.99,5,0,0,5
0.99,6,8.52,0,5
0.99,7,17.1483,0,5
0.99,8,25.9902,0,5
0.99,9,35.1433,0,5
0.99,10,44.6906,0,5
1,0,-44.76,0,5
1,1,-35.2065,0,5
1,2,-26.0421,0,5
1,3,-17.185,0,5
1,4,-8.53895,0,5
1,5,0,0,5
1,6,8.53895,0,5
1,7,17.185,0,5
1,8,26.0421,0,5
1,9,35.2065,0,5
1,10,44.76,0,5
1.01,0,-44.8286,0,5
1.01,1,-35.2689,0,5
1.01,2,-26.0933,0,5
1.01,3,-17.2212,0,5
1.01,4,-8.55765,0,5
1.01,5,0,0,5
1.01,6,8.55765,0,5
1.01,7,17.2212,0,5
1.01,8,26.0933,0,5
1.01,9,35.2689,0,5
1.01,10,44.8286,0,5
1.02,0,-44.8961,0,5
1.02,1,-35.3304,0,5
1.02,2,-26.1437,0,5
1.02,3,-17.2569,0,5
1.02,4,-8.5761,0,5
1.02,5,0,0,5
1.02,6,8.5761,0,5
1.02,7,17.2569,0,5
1.02,8,26.1437,0,5
1.02,9,35.3304,0,5
1.02,10,44.8961,0,5
1.03,0,-44.9627,0,5
1.03,1,-35.391,0,5
1.03,2,-26.1935,0,5
1.03,3,-17.2921,0,5
1.03,4,-8.59429,0,5
1.03,5,0,0,5
1.03,6,8.59429,0,5
1.03,7,17.2921,0,5
1.03,8,26.1935,0,5
1.03,9,35.391,0,5
1.03,10,44.9627,0,5
1.04,0,-45.0284,0,5
1.04,1,-35.4508,0,5
1.04,2,-26.2426,0,5
1.04,3,-17.3268,0,5
1.04,4,-8.61224,0,5
1.04,5,0,0,5
1.04,6,8.61224,0,5
1.04,7,17.3268,0,5
1.04,8,26.2426,0,5
1.04,9,35.4508,0,5
1.04,10,45.0284,0,5
1.05,0,-45.0931,0,5
1.05,1,-35.5098,0,5
1.05,2,-26.291,0,5
1.05,3,-17.361,0,5
1.05,4,-8.62996,0,5
1.05,5,0,0,5
1.05,6,8.62996,0,5
1.05,7,17.361,0,5
1.05,8,26.291,0,5
1.05,9,35.5098,0,5
1.05,10,45.0931,0,5
1.06,0,-45.157,0,5
1.06,1,-35.568,0,5
1.06,2,-26.3388,0,5
1.06,3,-17.3948,0,5
1.06,4,-8.64743,0,5
1.06,5,0,0,5
1.06,6,8.64743,0,5
1.06,7,17.3948,0,5
1.06,8,26.3388,0,5
1.06,9,35.568,0,5
1.06,10,45.157,0,5
1.07,0,-45.2199,0,5
1.07,1,-35.6253,0,5
1.07,2,-26.3859,0,5
1.07,3,-17.4281,0,5
1.07,4,-8.66467,0,5
1.07,5,0,0,5
1.07,6,8.66467,0,5
1.07,7,17.4281,0,5
1.07,8,26.3859,0,5
1.07,9,35.6253,0,5
1.07,10,45.2199,0,5
1.08,0,-45.282,0,5
1.08,1,-35.6819,0,5
1.08,2,-26.4323,0,5
1.08,3,-17.461,0,5
1.08,4,-8.68168,0,5
1.08,5,0,0,5
1.08,6,8.68168,0,5
1.08,7,17.461,0,5
1.08,8,26.4323,0,5
1.08,9,35.6819,0,5
1.08,10,45.282,0,5
1.09,0,-45.3432,0,5
1.09,1,-35.7377,0,5
1.09,2,-26.4781,0,5
1.09,3,-17.4935,0,5
1.09,4,-8.69846,0,5
1.09,5,0,0,5
1.09,6,8.69846,0,5
1.09,7,17.4935,0,5
1.09,8,26.4781,0,5
1.09,9,35.7377,0,5
1.09,10,45.3432,0,5
1.1,0,-45.4036,0,5
1.1,1,-35.7927,0,5
1.1,2,-26.5233,0,5
1.1,3,-17.5255,0,5
1.1,4,-8.71502,0,5
1.1,5,0,0,5
1.1,6,8.71502,0,5
1.1,7,17.5255,0,5
1.1,8,26.5233,0,5
1.1,9,35.7927,0,5
1.1,10,45.4036,0,5
1.11,0,-45.4631,0,5
1.11,1,-35.847,0,5
1.11,2,-26.5679,0,5
1.11,3,-17.557,0,5
1.11,4,-8.73135,0,5
1.11,5,0,0,5
1.11,6,8.73135,0,5
1.11,7,17.557,0,5
1.11,8,26.5679,0,5
1.11,9,35.847,0,5
1.11,10,45.4631,0,5
1.12,0,-45.5218,0,5
1.12,1,-35.9005,0,5
1.12,2,-26.6119,0,5
1.12,3,-17.5882,0,5
1.12,4,-8.74747,0,5
1.12,5,0,0,5
1.12,6,8.74747,0,5
1.12,7,17.5882,0,5
1.12,8,26.6119,0,5
1.12,9,35.9005,0,5
1.12,10,45.5218,0,5
1.13,0,-45.5797,0,5
1.13,1,-35.9533,0,5
1.13,2,-26.6553,0,5
1.13,3,-17.6189,0,5
1.13,4,-8.76338,0,5
1.13,5,0,0,5
1.13,6,8.76338,0,5
1.13,7,17.6189,0,5
1.13,8,26.6553,0,5
1.13,9,35.9533,0,5
1.13,10,45.5797,0,5
1.14,0,-45.6369,0,5
1.14,1,-36.0054,0,5
1.14,2,-26.6981,0,5
1.14,3,-17.6493,0,5
1.14,4,-8.77907,0,5
1.14,5,0,0,5
1.14,6,8.77907,0,5
1.14,7,17.6493,0,5
1.14,8,26.6981,0,5
1.14,9,36.0054,0,5
1.14,10,45.6369,0,5
1.15,0,-45.6932,0,5
1.15,1,-36.0567,0,5
1.15,2,-26.7404,0,5
1.15,3,-17.6792,0,5
1.15,4,-8.79456,0,5
1.15,5,0,0,5
1.15,6,8.79456,0,5
1.15,7,17.6792,0,5
1.15,8,26.7404,0,5
1.15,9,36.0567,0,5
1.15,10,45.6932,0,5
1.16,0,-45.7487,0,5
1.16,1,-36.1074,0,5
1.16,2,-26.782,0,5
1.16,3,-17.7087,0,5
1.16,4,-8.80984,0,5
1.16,5,0,0,5
1.16,6,8.80984,0,5
1.16,7,17.7087,0,5
1.16,8,26.782,0,5
1.16,9,36.1074,0,5
1.16,10,45.7487,0,5
1.17,0,-45.8035,0,5
1.17,1,-36.1574,0,5
1.17,2,-26.8231,0,5
1.17,3,-17.7378,0,5
1.17,4,-8.82492,0,5
1.17,5,0,0,5
1.17,6,8.82492,0,5
1.17,7,17.7378,0,5
1.17,8,26.8231,0,5
1.17,9,36.1574,0,5
1.17,10,45.8035,0,5
1.18,0,-45.8576,0,5
1.18,1,-36.2067,0,5
1.18,2,-26.8637,0,5
1.18,3,-17.7666,0,5
1.18,4,-8.8398,0,5
1.18,5,0,0,5
1.18,6,8.8398,0,5
1.18,7,17.7666,0,5
1.18,8,26.8637,0,5
1.18,9,36.2067,0,5
1.18,10,45.8576,0,5
1.19,0,-45.9109,0,5
1.19,1,-36.2553,0,5
1.19,2,-26.9037,0,5
1.19,3,-17.7949,0,5
1.19,4,-8.85448,0,5
1.19,5,0,0,5
1.19,6,8.85448,0,5
1.19,7,17.7949,0,5
1.19,8,26.9037,0,5
1.19,9,36.2553,0,5
1.19,10,45.9109,0,5
1.2,0,-45.9634,0,5
1.2,1,-36.3033,0,5
1.2,2,-26.9431,0,5
1.2,3,-17.8229,0,5
1.2,4,-8.86897,0,5
1.2,5,0,0,5
1.2,6,8.86897,0,5
1.2,7,17.8229,0,5
1.2,8,26.9431,0,5
1.2,9,36.3033,0,5
1.2,10,45.9634,0,5
1.21,0,-46.0153,0,5
1.21,1,-36.3506,0,5
1.21,2,-26.9821,0,5
1.21,3,-17.8505,0,5
1.21,4,-8.88327,0,5
1.21,5,0,0,5
1.21,6,8.88327,0,5
1.21,7,17.8505,0,5
1.21,8,26.9821,0,5
1.21,9,36.3506,0,5
1.21,10,46.0153,0,5
1.22,0,-46.0665,0,5
1.22,1,-36.3973,0,5
1.22,2,-27.0205,0,5
1.22,3,-17.8777,0,5
1.22,4,-8.89738,0,5
1.22,5,0,0,5
1.22,6,8.89738,0,5
1.22,7,17.8777,0,5
1.22,8,27.0205,0,5
1.22,9,36.3973,0,5
1.22,10,46.0665,0,5
1.23,0,-46.1169,0,5
1.23,1,-36.4434,0,5
1.23,2,-27.0584,0,5
1.23,3,-17.9046,0,5
1.23,4,-8.91131,0,5
1.23,5,0,0,5
1.23,6,8.91131,0,5
1.23,7,17.9046,0,5
1.23,8,27.0584,0,5
1.23,9,36.4434,0,5
1.23,10,46.1169,0,5
1.24,0,-46.1667,0,5
1.24,1,-36.4888,0,5
1.24,2,-27.0958,0,5
1.24,3,-17.9312,0,5
1.24,4,-8.92505,0,5
1.24,5,0,0,5
1.24,6,8.92505,0,5
1.24,7,17.9312,0,5
1.24,8,27.0958,0,5
1.24,9,36.4888,0,5
1.24,10,46.1667,0,5
1.25,0,-46.2158,0,5
1.25,1,-36.5336,0,5
1.25,2,-27.1327,0,5
1.25,3,-17.9573,0,5
1.25,4,-8.93861,0,5
1.25,5,0,0,5
1.25,6,8.93861,0,5
1.25,7,17.9573,0,5
1.25,8,27.1327,0,5
1.25,9,36.5336,0,5
1.25,10,46.2158,0,5
1.26,0,-46.2643,0,5
1.26,1,-36.5778,0,5
1.26,2,-27.1692,0,5
1.26,3,-17.9832,0,5
1.26,4,-8.952,0,5
1.26,5,0,0,5
1.26,6,8.952,0,5
1.26,7,17.9832,0,5
1.26,8,27.1692,0,5
1.26,9,36.5778,0,5
1.26,10,46.2643,0,5
1.27,0,-46.3121,0,5
1.27,1,-36.6215,0,5
1.27,2,-27.2051,0,5
1.27,3,-18.0087,0,5
1.27,4,-8.9652,0,5
1.27,5,0,0,5
1.27,6,8.9652,0,5
1.27,7,18.0087,0,5
1.27,8,27.2051,0,5
1.27,9,36.6215,0,5
1.27,10,46.3121,0,5
1.28,0,-46.3592,0,5
1.28,1,-36.6645,0,5
1.28,2,-27.2405,0,5
1.28,3,-18.0338,0,5
1.28,4,-8.97824,0,5
1.28,5,0,0,5
1.28,6,8.97824,0,5
1.28,7,18.0338,0,5
1.28,8,27.2405,0,5
1.28,9,36.6645,0,5
1.28,10,46.3592,0,5
1.29,0,-46.4057,0,5
1.29,1,-36.707,0,5
1.29,2,-27.2755,0,5
1.29,3,-18.0587,0,5
1.29,4,-8.99111,0,5
1.29,5,0,0,5
1.29,6,8.99111,0,5
1.29,7,18.0587,0,5
1.29,8,27.2755,0,5
1.29,9,36.707,0,5
1.29,10,46.4057,0,5
1.3,0,-46.4516,0,5
1.3,1,-36.7489,0,5
1.3,2,-27.3101,0,5
1.3,3,-18.0832,0,5
1.3,4,-9.00381,0,5
1.3,5,0,0,5
1.3,6,9.00381,0,5
1.3,7,18.0832,0,5
1.3,8,27.3101,0,5
1.3,9,36.7489,0,5
1.3,10,46.4516,0,5
1.31,0,-46.4969,0,5
1.31,1,-36.7903,0,5
1.31,2,-27.3441,0,5
1.31,3,-18.1073,0,5
1.31,4,-9.01634,0,5
1.31,5,0,0,5
1.31,6,9.01634,0,5
1.31,7,18.1073,0,5
1.31,8,27.3441,0,5
1.31,9,36.7903,0,5
1.31,10,46.4969,0,5
1.32,0,-46.5415,0,5
1.32,1,-36.8311,0,5
1.32,2,-27.3777,0,5
1.32,3,-18.1312,0,5
1.32,4,-9.02871,0,5
1.32,5,0,0,5
1.32,6,9.02871,0,5
1.32,7,18.1312,0,5
1.32,8,27.3777,0,5
1.32,9,36.8311,0,5
1.32,10,46.5415,0,5
1.33,0,-46.5856,0,5
1.33,1,-36.8713,0,5
1.33,2,-27.4109,0,5
1.33,3,-18.1548,0,5
1.33,4,-9.04092,0,5
1.33,5,0,0,5
1.33,6,9.04092,0,5
1.33,7,18.1548,0,5
1.33,8,27.4109,0,5
1.33,9,36.8713,0,5
1.33,10,46.5856,0,5
1.34,0,-46.6291,0,5
1.34,1,-36.9111,0,5
1.34,2,-27.4437,0,5
1.34,3,-18.178,0,5
1.34,4,-9.05297,0,5
1.34,5,0,0,5
1.34,6,9.05297,0,5
1.34,7,18.178,0,5
1.34,8,27.4437,0,5
1.34,9,36.9111,0,5
1.34,10,46.6291,0,5
1.35,0,-46.672,0,5
1.35,1,-36.9502,0,5
1.35,2,-27.476,0,5
1.35,3,-18.2009,0,5
1.35,4,-9.06486,0,5
1.35,5,0,0,5
1.35,6,9.06486,0,5
1.35,7,18.2009,0,5
1.35,8,27.476,0,5
1.35,9,36.9502,0,5
1.35,10,46.672,0,5
1.36,0,-46.7143,0,5
1.36,1,-36.9889,0,5
1.36,2,-27.5078,0,5
1.36,3,-18.2236,0,5
1.36,4,-9.0766,0,5
1.36,5,0,0,5
1.36,6,9.0766,0,5
1.36,7,18.2236,0,5
1.36,8,27.5078,0,5
1.36,9,36.9889,0,5
1.36,10,46.7143,0,5
1.37,0,-46.7561,0,5
1.37,1,-37.0271,0,5
1.37,2,-27.5393,0,5
1.37,3,-18.2459,0,5
1.37,4,-9.08818,0,5
1.37,5,0,0,5
1.37,6,9.08818,0,5
1.37,7,18.2459,0,5
1.37,8,27.5393,0,5
1.37,9,37.0271,0,5
1.37,10,46.7561,0,5
1.38,0,-46.7973,0,5
1.38,1,-37.0648,0,5
1.38,2,-27.5704,0,5
1.38,3,-18.268,0,5
1.38,4,-9.09962,0,5
1.38,5,0,0,5
1.38,6,9.09962,0,5
1.38,7,18.268,0,5
1.38,8,27.5704,0,5
1.38,9,37.0648,0,5
1.38,10,46.7973,0,5
1.39,0,-46.838,0,5
1.39,1,-37.1019,0,5
1.39,2,-27.601,0,5
1.39,3,-18.2897,0,5
1.39,4,-9.11091,0,5
1.39,5,0,0,5
1.39,6,9.11091,0,5
1.39,7,18.2897,0,5
1.39,8,27.601,0,5
1.39,9,37.1019,0,5
1.39,10,46.838,0,5
1.4,0,-46.8781,0,5
1.4,1,-37.1386,0,5
1.4,2,-27.6313,0,5
1.4,3,-18.3112,0,5
1.4,4,-9.12205,0,5
1.4,5,0,0,5
1.4,6,9.12205,0,5
1.4,7,18.3112,0,5
1.4,8,27.6313,0,5
1.4,9,37.1386,0,5
1.4,10,46.8781,0,5
1.41,0,-46.9177,0,5
1.41,1,-37.1748,0,5
1.41,2,-27.6611,0,5
1.41,3,-18.3324,0,5
1.41,4,-9.13305,0,5
1.41,5,0,0,5
1.41,6,9.13305,0,5
1.41,7,18.3324,0,5
1.41,8,27.6611,0,5
1.41,9,37.1748,0,5
1.41,10,46.9177,0,5
1.42,0,-46.9568,0,5
1.42,1,-37.2105,0,5
1.42,2,-27.6906,0,5
1.42,3,-18.3534,0,5
1.42,4,-9.14391,0,5
1.42,5,0,0,5
1.42,6,9.14391,0,5
1.42,7,18.3534,0,5
1.42,8,27.6906,0,5
1.42,9,37.2105,0,5
1.42,10,46.9568,0,5
1.43,0,-46.9953,0,5
1.43,1,-37.2457,0,5
1.43,2,-27.7196,0,5
1.43,3,-18.374,0,5
1.43,4,-9.15462,0,5
1.43,5,0,0,5
1.43,6,9.15462,0,5
1.43,7,18.374,0,5
1.43,8,27.7196,0,5
1.43,9,37.2457,0,5
1.43,10,46.9953,0,5
1.44,0,-47.0333,0,5
1.44,1,-37.2805,0,5
1.44,2,-27.7483,0,5
1.44,3,-18.3944,0,5
1.44,4,-9.1652,0,5
1.44,5,0,0,5
1.44,6,9.1652,0,5
1.44,7,18.3944,0,5
1.44,8,27.7483,0,5
1.44,9,37.2805,0,5
1.44,10,47.0333,0,5
1.45,0,-47.0709,0,5
1.45,1,-37.3148,0,5
1.45,2,-27.7766,0,5
1.45,3,-18.4146,0,5
1.45,4,-9.17564,0,5
1.45,5,0,0,5
1.45,6,9.17564,0,5
1.45,7,18.4146,0,5
1.45,8,27.7766,0,5
1.45,9,37.3148,0,5
1.45,10,47.0709,0,5
1.46,0,-47.1079,0,5
1.46,1,-37.3487,0,5
1.46,2,-27.8046,0,5
1.46,3,-18.4344,0,5
1.46,4,-9.18595,0,5
1.46,5,0,0,5
1.46,6,9.18595,0,5
1.46,7,18.4344,0,5
1.46,8,27.8046,0,5
1.46,9,37.3487,0,5
1.46,10,47.1079,0,5
1.47,0,-47.1445,0,5
1.47,1,-37.3821,0,5
1.47,2,-27.8322,0,5
1.47,3,-18.454,0,5
1.47,4,-9.19612,0,5
1.47,5,0,0,5
1.47,6,9.19612,0,5
1.47,7,18.454,0,5
1.47,8,27.8322,0,5
1.47,9,37.3821,0,5
1.47,10,47.1445,0,5
1.48,0,-47.1806,0,5
1.48,1,-37.4151,0,5
1.48,2,-27.8594,0,5
1.48,3,-18.4734,0,5
1.48,4,-9.20617,0,5
1.48,5,0,0,5
1.48,6,9.20617,0,5
1.48,7,18.4734,0,5
1.48,8,27.8594,0,5
1.48,9,37.4151,0,5
1.48,10,47.1806,0,5
1.49,0,-47.2162,0,5
1.49,1,-37.4477,0,5
1.49,2,-27.8863,0,5
1.49,3,-18.4925,0,5
1.49,4,-9.21608,0,5
1.49,5,0,0,5
1.49,6,9.21608,0,5
1.49,7,18.4925,0,5
1.49,8,27.8863,0,5
1.49,9,37.4477,0,5
1.49,10,47.2162,0,5
1.5,0,-47.2513,0,5
1.5,1,-37.4798,0,5
1.5,2,-27.9128,0,5
1.5,3,-18.5114,0,5
1.5,4,-9.22587,0,5
1.5,5,0,0,5
1.5,6,9.22587,0,5
1.5,7,18.5114,0,5
1.5,8,27.9128,0,5
1.5,9,37.4798,0,5
1.5,10,47.2513,0,5
1.51,0,-47.286,0,5
1.51,1,-37.5116,0,5
1.51,2,-27.939,0,5
1.51,3,-18.53,0,5
1.51,4,-9.23553,0,5
1.51,5,0,0,5
1.51,6,9.23553,0,5
1.51,7,18.53,0,5
1.51,8,27.939,0,5
1.51,9,37.5116,0,5
1.51,10,47.286,0,5
1.52,0,-47.3202,0,5
1.52,1,-37.5429,0,5
1.52,2,-27.9649,0,5
1.52,3,-18.5484,0,5
1.52,4,-9.24507,0,5
1.52,5,0,0,5
1.52,6,9.24507,0,5
1.52,7,18.5484,0,5
1.52,8,27.9649,0,5
1.52,9,37.5429,0,5
1.52,10,47.3202,0,5
1.53,0,-47.354,0,5
1.53,1,-37.5738,0,5
1.53,2,-27.9904,0,5
1.53,3,-18.5665,0,5
1.53,4,-9.25449,0,5
1.53,5,0,0,5
1.53,6,9.25449,0,5
1.53,7,18.5665,0,5
1.53,8,27.9904,0,5
1.53,9,37.5738,0,5
1.53,10,47.354,0,5
1.54,0,-47.3873,0,5
1.54,1,-37.6043,0,5
1.54,2,-28.0155,0,5
1.54,3,-18.5844,0,5
1.54,4,-9.26378,0,5
1.54,5,0,0,5
1.54,6,9.26378,0,5
1.54,7,18.5844,0,5
1.54,8,28.0155,0,5
1.54,9,37.6043,0,5
1.54,10,47.3873,0,5
1.55,0,-47.4202,0,5
1.55,1,-37.6344,0,5
1.55,2,-28.0404,0,5
1.55,3,-18.6021,0,5
1.55,4,-9.27296,0,5
1.55,5,0,0,5
1.55,6,9.27296,0,5
1.55,7,18.6021,0,5
1.55,8,28.0404,0,5
1.55,9,37.6344,0,5
1.55,10,47.4202,0,5
1.56,0,-47.4527,0,5
1.56,1,-37.6641,0,5
1.56,2,-28.0649,0,5
1.56,3,-18.6195,0,5
1.56,4,-9.28202,0,5
1.56,5,0,0,5
1.56,6,9.28202,0,5
1.56,7,18.6195,0,5
1.56,8,28.0649,0,5
1.56,9,37.6641,0,5
1.56,10,47.4527,0,5
1.57,0,-47.4847,0,5
1.57,1,-37.6934,0,5
1.57,2,-28.0892,0,5
1.57,3,-18.6368,0,5
1.57,4,-9.29096,0,5
1.57,5,0,0,5
1.57,6,9.29096,0,5
1.57,7,18.6368,0,5
1.57,8,28.0892,0,5
1.57,9,37.6934,0,5
1.57,10,47.4847,0,5
1.58,0,-47.5164,0,5
1.58,1,-37.7223,0,5
1.58,2,-28.1131,0,5
1.58,3,-18.6538,0,5
1.58,4,-9.29979,0,5
1.58,5,0,0,5
1.58,6,9.29979,0,5
1.58,7,18.6538,0,5
1.58,8,28.1131,0,5
1.58,9,37.7223,0,5
1.58,10,47.5164,0,5
1.59,0,-47.5476,0,5
1.59,1,-37.7509,0,5
1.59,2,-28.1367,0,5
1.59,3,-18.6706,0,5
1.59,4,-9.30851,0,5
1.59,5,0,0,5
1.59,6,9.30851,0,5
1.59,7,18.6706,0,5
1.59,8,28.1367,0,5
1.59,9,37.7509,0,5
1.59,10,47.5476,0,5
1.6,0,-47.5784,0,5
1.6,1,-37.7791,0,5
1.6,2,-28.16,0,5
1.6,3,-18.6871,0,5
1.6,4,-9.31711,0,5
1.6,5,0,0,5
1.6,6,9.31711,0,5
1.6,7,18.6871,0,5
1.6,8,28.16,0,5
1.6,9,37.7791,0,5
1.6,10,47.5784,0,5
1.61,0,-47.6088,0,5
1.61,1,-37.8069,0,5
1.61,2,-28.1829,0,5
1.61,3,-18.7035,0,5
1.61,4,-9.32561,0,5
1.61,5,0,0,5
1.61,6,9.32561,0,5
1.61,7,18.7035,0,5
1.61,8,28.1829,0,5
1.61,9,37.8069,0,5
1.61,10,47.6088,0,5
1.62,0,-47.6388,0,5
1.62,1,-37.8344,0,5
1.62,2,-28.2056,0,5
1.62,3,-18.7197,0,5
1.62,4,-9.334,0,5
1.62,5,0,0,5
1.62,6,9.334,0,5
1.62,7,18.7197,0,5
1.62,8,28.2056,0,5
1.62,9,37.8344,0,5
1.62,10,47.6388,0,5
1.63,0,-47.6685,0,5
1.63,1,-37.8615,0,5
1.63,2,-28.2281,0,5
1.63,3,-18.7356,0,5
1.63,4,-9.34228,0,5
1.63,5,0,0,5
1.63,6,9.34228,0,5
1.63,7,18.7356,0,5
1.63,8,28.2281,0,5
1.63,9,37.8615,0,5
1.63,10,47.6685,0,5
1.64,0,-47.6977,0,5
1.64,1,-37.8883,0,5
1.64,2,-28.2502,0,5
1.64,3,-18.7514,0,5
1.64,4,-9.35045,0,5
1.64,5,0,0,5
1.64,6,9.35045,0,5
1.64,7,18.7514,0,5
1.64,8,28.2502,0,5
1.64,9,37.8883,0,5
1.64,10,47.6977,0,5
1.65,0,-47.7266,0,5
1.65,1,-37.9147,0,5
1.65,2,-28.272,0,5
1.65,3,-18.7669,0,5
1.65,4,-9.35852,0,5
1.65,5,0,0,5
1.65,6,9.35852,0,5
1.65,7,18.7669,0,5
1.65,8,28.272,0,5
1.65,9,37.9147,0,5
1.65,10,47.7266,0,5
1.66,0,-47.7551,0,5
1.66,1,-37.9408,0,5
1.66,2,-28.2936,0,5
1.66,3,-18.7822,0,5
1.66,4,-9.36649,0,5
1.66,5,0,0,5
1.66,6,9.36649,0,5
1.66,7,18.7822,0,5
1.66,8,28.2936,0,5
1.66,9,37.9408,0,5
1.66,10,47.7551,0,5
1.67,0,-47.7832,0,5
1.67,1,-37.9665,0,5
1.67,2,-28.3148,0,5
1.67,3,-18.7974,0,5
1.67,4,-9.37436,0,5
1.67,5,0,0,5
1.67,6,9.37436,0,5
1.67,7,18.7974,0,5
1.67,8,28.3148,0,5
1.67,9,37.9665,0,5
1.67,10,47.7832,0,5
1.68,0,-47.8109,0,5
1.68,1,-37.992,0,5
1.68,2,-28.3359,0,5
1.68,3,-18.8123,0,5
1.68,4,-9.38213,0,5
1.68,5,0,0,5
1.68,6,9.38213,0,5
1.68,7,18.8123,0,5
1.68,8,28.3359,0,5
1.68,9,37.992,0,5
